newyork,http://newyork.craigslist.org/wch/sys/2144504583.html,"15"" Macbook Pro 2.53Ghz -",1000,15,2.53,4,250,1378.9063,378.9063
newyork,http://newyork.craigslist.org/mnh/sys/2144419161.html,"Apple Macbook Pro 17"" 2.4Ghz 4GB 500GB New battery, charger, drive! -",1299,17,2.4,4,500,1444.844,145.844
newyork,http://newyork.craigslist.org/brk/sys/2143683300.html,MacBook Pro 15 -,800,10,2.4,4,320,966.134,166.134
newyork,http://newyork.craigslist.org/brk/sys/2142238197.html,"MacBook Pro 15"" - Like New In Box -",820,15,2.2,2,120,912.842,92.842
newyork,http://newyork.craigslist.org/que/ele/2141584677.html,"Used Unibody Macbook Pro 15""  -",1075,15,2.53,4,500,1486.4063,411.4063
newyork,http://newyork.craigslist.org/brk/ele/2140696851.html,"Used MacBook Pro 17inch, Unibody 500GB 4GB Ram Core 2 Duo &lt;&gt; More -",1500,17,2.8,4,500,1925.528,425.528
newyork,http://newyork.craigslist.org/brx/ele/2140520125.html,Apple Macbook pro 500gb hd!! wow -,850,15,2.2,2,500,1076.242,226.242
newyork,http://newyork.craigslist.org/mnh/sys/2140309326.html,"13"" MacBook (Pro) - like new, 2.4ghz, 4gb ram, 320gb hd, adobe cs5 -",900,13,2.4,4,320,1138.124,238.124
newyork,http://newyork.craigslist.org/mnh/sys/2139289811.html,Apple MacBook Pro 15 -,800,15,2.4,4,200,1201.184,401.184
newyork,http://newyork.craigslist.org/mnh/sys/2138694393.html,macbook pro mac book pro13-inch: 2.66GHz -,900,13,2.66,4,320,1450.5686,550.5686
philadelphia,http://philadelphia.craigslist.org/sys/2147808761.html,macbook pro 13 with Adobe CS 4 -,800,13,2.26,2,160,887.4846,87.4846
philadelphia,http://philadelphia.craigslist.org/sys/2139719017.html,MACBOOK PRO 08 MODEL -,800,10,2.4,2,500,1029.934,229.934
philadelphia,http://philadelphia.craigslist.org/ele/2139714120.html,MACBOOK PRO 08 MODEL -,800,10,2.4,2,500,1029.934,229.934
philadelphia,http://philadelphia.craigslist.org/ele/2124623185.html,"MACBOOK PRO 15"" LATE 08 -",900,10,2.4,2,500,1029.934,129.934
philadelphia,http://philadelphia.craigslist.org/ele/2109854662.html,MACBOOK PRO 15 -,900,10,2.4,2,500,1029.934,129.934
philadelphia,http://philadelphia.craigslist.org/for/2102745236.html,**MINT CONDITION*** Macbook Pro 2.3ghz/250g hd/upgraded 6gb RAM -,900,13,2.3,6,250,1001.453,101.453
philadelphia,http://philadelphia.craigslist.org/sys/2075602963.html,"15"" Apple Macbook Pro 2010/320 gb hdd/4g Ram/2.5 ghz!Like NEw!Trade? -",1200,15,2.5,4,320,1372.955,172.955
phoenix,http://phoenix.craigslist.org/wvl/sys/2148192249.html,"Apple MacBook Pro 15 15.4 15"" 4gb RAM 2.53ghz Laptop Notebook          -",1000,15,2.53,4,320,1409.0063,409.0063
phoenix,http://phoenix.craigslist.org/evl/sys/2136758450.html,"MacBook Pro 15 inch 2.4GHz Intel Core 2 Duo, 4GB RAM, LED, 200GB HD -",985,15,2.4,4,200,1201.184,216.184
phoenix,http://phoenix.craigslist.org/wvl/sys/2129449321.html,"MacBook Pro 13"" -",1400,13,2.66,4,500,1527.9686,127.9686
phoenix,http://phoenix.craigslist.org/wvl/sys/2114743213.html,Apple Macbook Pro 15 Inch LED screen -,825,15,2.4,5,100,1164.984,339.984
phoenix,http://phoenix.craigslist.org/evl/sys/2108067406.html,MacBook Pro 17'' Intel Core 2 Duo -,900,17,2.33,3,320,1276.5243,376.5243
phoenix,http://phoenix.craigslist.org/evl/sys/2087515638.html,"15"" MACBOOK  PRO with CORE i7 Processor  -",1600,15,3.06,4,500,2123.3126,523.3126
phoenix,http://phoenix.craigslist.org/evl/sys/2086439843.html,MacBook Pro UniBody *Core i7 @ 3.06GHZ*4GB*500GB* -,1700,10,3.06,4,500,1836.6626,136.6626
phoenix,http://phoenix.craigslist.org/cph/sys/2084758501.html,"3.06 GHz T9900 8GB RAM 500G 7200RPM  Macbook Pro 17"" -",1200,17,3.06,8,500,2265.1726,1065.1726
phoenix,http://phoenix.craigslist.org/nph/sys/2080981690.html,MacBook Pro w/ CS4 &amp; Office '08 -,950,14,2.6,2,250,1392.096,442.096
phoenix,http://phoenix.craigslist.org/nph/ele/2078780509.html,Macbook Pro 15'' w/applecare -,1200,15,2.53,2,500,1472.8063,272.8063
phoenix,http://phoenix.craigslist.org/evl/sys/2076420919.html,13' Macbook Pro. Like New -,950,13,2.4,2,250,1094.424,144.424
portland,http://portland.craigslist.org/wsc/sys/2139178044.html,need to sell now! macbook pro with extra software -,1100,13,2.53,4,250,1264.2463,164.2463
raleigh,http://raleigh.craigslist.org/sys/2133696186.html,&#9733;&#9733;Lenovo Thinkpad W500 (sell or trade for 13in unibody Macbook Pro)&amp; -,950,15,2.8,4,300,1724.868,774.868
raleigh,http://raleigh.craigslist.org/sys/2109710762.html,Macbook Pro -,1000,15,2.4,2,250,1209.084,209.084
raleigh,http://raleigh.craigslist.org/sys/2097628820.html,"17"" MacBook Pro  3.06 GHz T9900 8GB -",1200,17,3.06,8,500,2265.1726,1065.1726
sacramento,http://sacramento.craigslist.org/sys/2146203181.html,MacBook Pro  -,1300,13,2.66,4,320,1450.5686,150.5686
sacramento,http://sacramento.craigslist.org/ele/2145994350.html,MacBook Pro 17 -,1100,17,2.4,2,160,1285.044,185.044
