denver,http://denver.craigslist.org/sys/2128489968.html,"Macbook Pro 13 Unibody - MINT, UPGRADED &amp; LOADED !!! -",850,13,2.0,2,500,-128.76
denver,http://denver.craigslist.org/sys/2128081703.html,"Apple Macbook Pro 15"" 500GB 3.06GHz 4GB Gloss Screen 2 Year Apple Care -",1500,15,3.06,4,500,623.3126
denver,http://denver.craigslist.org/sys/2121635574.html,"15"" Macbook Pro Unibody - 2.53ghz 4gb RAM 512Mb Vid 320Gb HD! LIKE NEW -",1600,15,2.53,4,320,-190.9937
denver,http://denver.craigslist.org/sys/2116719142.html,Macbook Pro 2.8GHz i7 512gb SSD 4gb RAM -,2500,10,2.8,4,512,-970.622
denver,http://denver.craigslist.org/sys/2108423566.html,"15"" MacBook Pro RESTORED NEW BY APPLE w/ Snow Leopard!! New HD &amp; Batt! -",1000,10,2.4,2,160,-116.266
denver,http://denver.craigslist.org/sys/2108185297.html,15 in MacBook Pro - 2.2G Core 2 Duo 2Gig Excellent condition -,950,10,2.2,2,120,-323.808
denver,http://denver.craigslist.org/sys/2103589203.html,"13"" MacBook Pro 2.26GHz 2GB DDR3 -",800,13,2.26,2,160,87.4846
denver,http://denver.craigslist.org/sys/2102732912.html,"13"" MacBook Pro -",900,13,2.26,2,160,-12.5154
denver,http://denver.craigslist.org/sys/2102223828.html,"15"" MacBook Pro RESTORED NEW BY APPLE w/ Snow Leopard!! New HD &amp; Batt! -",1100,10,2.4,2,160,-216.266
denver,http://denver.craigslist.org/sys/2100430290.html,"MacBook Pro 13"" - NIB -",1200,13,2.66,4,250,220.4686
denver,http://denver.craigslist.org/sys/2100447880.html,"MacBook Pro 13"" - NIB -",1200,13,2.66,4,250,220.4686
denver,http://denver.craigslist.org/sys/2100176582.html,13 Inch 2.4 Macbook Pro LED Laptop NVIDIA Core 2 Duo With Warranty -,900,15,2.4,4,250,322.684
denver,http://denver.craigslist.org/sys/2097683473.html,"Macbook Pro 17"" 3.06 GHz 8GB of memory -",1200,17,3.06,8,500,1065.1726
denver,http://denver.craigslist.org/sys/2097112707.html,15 inch MacBook Pro for sale-- WILL NOT LAST! -,1500,13,2.4,4,500,-284.476
denver,http://denver.craigslist.org/sys/2096346329.html,"15"" MacBook Pro - 2.53GHz, 250GB, 4G RAM!, MS Office and Adobe CS4!! -",1500,15,2.53,4,250,-121.0937
denver,http://denver.craigslist.org/sys/2093841807.html,"Apple Macbook Pro 15"" (MB986LL/A) 15.4"" 3.06GHz 2 Year Apple Care -",1700,15,3.06,4,500,423.3126
denver,http://denver.craigslist.org/sys/2091413296.html,"MacBook Pro 13"" - 2.53GHz Core 2 Duo; 4GB RAM; 250GB HDD;  -",1049,13,2.53,4,250,215.2463
denver,http://denver.craigslist.org/sys/2086545634.html,"New MacBook Pro 13"" (2.4 GHz, 4GB) -",1445,10,2.4,4,500,-401.466
denver,http://denver.craigslist.org/sys/2083673903.html,2010 APPLE MACBOOK PRO -,1750,15,2.4,4,320,-497.216
denver,http://denver.craigslist.org/sys/2082337864.html,15 Macbook Pro Loaded  -,900,15,2.22,2,150,49.7762
denver,http://denver.craigslist.org/sys/2079178880.html,2010 Apple MacBook Pro -,1750,15,2.4,4,320,-497.216
detroit,http://detroit.craigslist.org/okl/ele/2146068410.html,"Macbook Pro 15.4"" 2.8 GHz 4MB 500GB -",2200,15,2.8,4,500,-389.132
detroit,http://detroit.craigslist.org/okl/sys/2131381333.html,"15"" MacBook Pro -",2600,15,3.06,4,500,-476.6874
detroit,http://detroit.craigslist.org/okl/sys/2130194374.html,2010 MacBook pro 13' with 256gb SSD drive + 8gb ram -,1700,13,2.4,8,256,-562.196
detroit,http://detroit.craigslist.org/mcb/sys/2129071113.html,"MACBOOK PRO, BEST DEAL AROUND -",1300,15,2.5,4,250,42.855
detroit,http://detroit.craigslist.org/okl/sys/2112123640.html,"15"" MacBook Pro NIB unopened w/ many extras -",2200,15,2.66,8,256,-635.0914
